
   Begin Kepler Problem

Problem Arguments:
  stepper:              1
  step mode:            0
  use compensated sums: 0
  dt:                   0.01
  Tf:                   100
  nout:                 1000

t = 0.0000, H(p,q) = -0.5000002384185791, L(p,q) = 0.7999999523162842
t = 51.8998, H(p,q)-H0 = 0.0000026524066925, L(p,q)-L0 = -0.0000011324882507
t = 51.9998, H(p,q)-H0 = 0.0000026524066925, L(p,q)-L0 = -0.0000011920928955
t = 52.0998, H(p,q)-H0 = 0.0000026524066925, L(p,q)-L0 = -0.0000010728836060
t = 52.1998, H(p,q)-H0 = 0.0000025928020477, L(p,q)-L0 = -0.0000011920928955
t = 52.2998, H(p,q)-H0 = 0.0000026226043701, L(p,q)-L0 = -0.0000012516975403
t = 52.3998, H(p,q)-H0 = 0.0000024437904358, L(p,q)-L0 = -0.0000014305114746
t = 52.4998, H(p,q)-H0 = 0.0000026226043701, L(p,q)-L0 = -0.0000011920928955
t = 52.5998, H(p,q)-H0 = 0.0000028610229492, L(p,q)-L0 = -0.0000009536743164
t = 52.6998, H(p,q)-H0 = 0.0000028014183044, L(p,q)-L0 = -0.0000010132789612
t = 52.7998, H(p,q)-H0 = 0.0000026524066925, L(p,q)-L0 = -0.0000011920928955
t = 52.8998, H(p,q)-H0 = 0.0000025629997253, L(p,q)-L0 = -0.0000013709068298
t = 52.9998, H(p,q)-H0 = 0.0000025331974030, L(p,q)-L0 = -0.0000013113021851
t = 53.0998, H(p,q)-H0 = 0.0000024437904358, L(p,q)-L0 = -0.0000016093254089
t = 53.1998, H(p,q)-H0 = 0.0000024735927582, L(p,q)-L0 = -0.0000014901161194
t = 53.2998, H(p,q)-H0 = 0.0000023543834686, L(p,q)-L0 = -0.0000017881393433
t = 53.3998, H(p,q)-H0 = 0.0000022947788239, L(p,q)-L0 = -0.0000019073486328
t = 53.4998, H(p,q)-H0 = 0.0000023245811462, L(p,q)-L0 = -0.0000019073486328
t = 53.5998, H(p,q)-H0 = 0.0000023841857910, L(p,q)-L0 = -0.0000017881393433
t = 53.6998, H(p,q)-H0 = 0.0000023841857910, L(p,q)-L0 = -0.0000017285346985
t = 53.7998, H(p,q)-H0 = 0.0000023841857910, L(p,q)-L0 = -0.0000017881393433
t = 53.8997, H(p,q)-H0 = 0.0000022649765015, L(p,q)-L0 = -0.0000018477439880
t = 53.9997, H(p,q)-H0 = 0.0000022649765015, L(p,q)-L0 = -0.0000017881393433
t = 54.0997, H(p,q)-H0 = 0.0000022053718567, L(p,q)-L0 = -0.0000019073486328
t = 54.1997, H(p,q)-H0 = 0.0000021755695343, L(p,q)-L0 = -0.0000019073486328
t = 54.2997, H(p,q)-H0 = 0.0000022351741791, L(p,q)-L0 = -0.0000017881393433
t = 54.3997, H(p,q)-H0 = 0.0000020563602448, L(p,q)-L0 = -0.0000020265579224
t = 54.4997, H(p,q)-H0 = 0.0000020563602448, L(p,q)-L0 = -0.0000020265579224
t = 54.5997, H(p,q)-H0 = 0.0000020265579224, L(p,q)-L0 = -0.0000021457672119
t = 54.6997, H(p,q)-H0 = 0.0000021159648895, L(p,q)-L0 = -0.0000020861625671
t = 54.7997, H(p,q)-H0 = 0.0000022351741791, L(p,q)-L0 = -0.0000019073486328
t = 54.8997, H(p,q)-H0 = 0.0000023841857910, L(p,q)-L0 = -0.0000016689300537
t = 54.9997, H(p,q)-H0 = 0.0000025331974030, L(p,q)-L0 = -0.0000014305114746
t = 55.0997, H(p,q)-H0 = 0.0000022947788239, L(p,q)-L0 = -0.0000016093254089
t = 55.1997, H(p,q)-H0 = 0.0000025928020477, L(p,q)-L0 = -0.0000011324882507
t = 55.2997, H(p,q)-H0 = 0.0000026226043701, L(p,q)-L0 = -0.0000010728836060
t = 55.3997, H(p,q)-H0 = 0.0000025928020477, L(p,q)-L0 = -0.0000010728836060
t = 55.4997, H(p,q)-H0 = 0.0000026226043701, L(p,q)-L0 = -0.0000011324882507
t = 55.5997, H(p,q)-H0 = 0.0000024437904358, L(p,q)-L0 = -0.0000010728836060
t = 55.6997, H(p,q)-H0 = 0.0000022053718567, L(p,q)-L0 = -0.0000014305114746
t = 55.7997, H(p,q)-H0 = 0.0000020265579224, L(p,q)-L0 = -0.0000014305114746
t = 55.8997, H(p,q)-H0 = 0.0000017285346985, L(p,q)-L0 = -0.0000017285346985
t = 55.9997, H(p,q)-H0 = 0.0000019073486328, L(p,q)-L0 = -0.0000016093254089
t = 56.0997, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000020861625671
t = 56.1997, H(p,q)-H0 = 0.0000011920928955, L(p,q)-L0 = -0.0000019073486328
t = 56.2997, H(p,q)-H0 = 0.0000004768371582, L(p,q)-L0 = -0.0000022053718567
t = 56.3997, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000023841857910
ROOT RETURN:	t = 56.4347 g[0] =   1, y[0] = 0.361067, y[1] = -0.221043
t = 56.4347, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = -0.0000023841857910
t = 56.4997, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000025033950806
t = 56.5997, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000024437904358
t = 56.6997, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000026226043701
t = 56.7997, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000028610229492
t = 56.8997, H(p,q)-H0 = -0.0000020265579224, L(p,q)-L0 = -0.0000030994415283
t = 56.9997, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000026822090149
t = 57.0997, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000025033950806
t = 57.1997, H(p,q)-H0 = -0.0000010132789612, L(p,q)-L0 = -0.0000026822090149
t = 57.2997, H(p,q)-H0 = -0.0000010132789612, L(p,q)-L0 = -0.0000026226043701
t = 57.3997, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000025629997253
t = 57.4997, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000029802322388
ROOT RETURN:	t = 57.5797 g[0] =  -1, y[0] = -0.65899, y[1] = 0.798601
t = 57.5797, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000029802322388
t = 57.5997, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000030398368835
t = 57.6997, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000030994415283
t = 57.7997, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000029206275940
t = 57.8997, H(p,q)-H0 = -0.0000010728836060, L(p,q)-L0 = -0.0000028610229492
t = 57.9997, H(p,q)-H0 = -0.0000011324882507, L(p,q)-L0 = -0.0000029802322388
t = 58.0997, H(p,q)-H0 = -0.0000017285346985, L(p,q)-L0 = -0.0000036358833313
t = 58.1997, H(p,q)-H0 = -0.0000017881393433, L(p,q)-L0 = -0.0000036954879761
t = 58.2997, H(p,q)-H0 = -0.0000019073486328, L(p,q)-L0 = -0.0000036954879761
t = 58.3997, H(p,q)-H0 = -0.0000019073486328, L(p,q)-L0 = -0.0000036954879761
t = 58.4997, H(p,q)-H0 = -0.0000019073486328, L(p,q)-L0 = -0.0000038146972656
t = 58.5997, H(p,q)-H0 = -0.0000019669532776, L(p,q)-L0 = -0.0000039339065552
t = 58.6997, H(p,q)-H0 = -0.0000020265579224, L(p,q)-L0 = -0.0000041723251343
t = 58.7997, H(p,q)-H0 = -0.0000019669532776, L(p,q)-L0 = -0.0000040531158447
t = 58.8997, H(p,q)-H0 = -0.0000020861625671, L(p,q)-L0 = -0.0000040531158447
t = 58.9997, H(p,q)-H0 = -0.0000020861625671, L(p,q)-L0 = -0.0000042319297791
t = 59.0997, H(p,q)-H0 = -0.0000020265579224, L(p,q)-L0 = -0.0000040531158447
t = 59.1997, H(p,q)-H0 = -0.0000022053718567, L(p,q)-L0 = -0.0000044107437134
t = 59.2997, H(p,q)-H0 = -0.0000022649765015, L(p,q)-L0 = -0.0000044107437134
t = 59.3997, H(p,q)-H0 = -0.0000023841857910, L(p,q)-L0 = -0.0000043511390686
t = 59.4997, H(p,q)-H0 = -0.0000024437904358, L(p,q)-L0 = -0.0000044703483582
t = 59.5997, H(p,q)-H0 = -0.0000025629997253, L(p,q)-L0 = -0.0000047683715820
t = 59.6997, H(p,q)-H0 = -0.0000026226043701, L(p,q)-L0 = -0.0000047683715820
t = 59.7997, H(p,q)-H0 = -0.0000024437904358, L(p,q)-L0 = -0.0000046491622925
t = 59.8997, H(p,q)-H0 = -0.0000026226043701, L(p,q)-L0 = -0.0000047087669373
t = 59.9997, H(p,q)-H0 = -0.0000021457672119, L(p,q)-L0 = -0.0000042319297791
t = 60.0997, H(p,q)-H0 = -0.0000023245811462, L(p,q)-L0 = -0.0000041723251343
t = 60.1997, H(p,q)-H0 = -0.0000022053718567, L(p,q)-L0 = -0.0000039935112000
t = 60.2997, H(p,q)-H0 = -0.0000020265579224, L(p,q)-L0 = -0.0000036954879761
t = 60.3997, H(p,q)-H0 = -0.0000019669532776, L(p,q)-L0 = -0.0000036358833313
t = 60.4996, H(p,q)-H0 = -0.0000017881393433, L(p,q)-L0 = -0.0000034570693970
t = 60.5996, H(p,q)-H0 = -0.0000016689300537, L(p,q)-L0 = -0.0000033974647522
t = 60.6996, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000032186508179
t = 60.7996, H(p,q)-H0 = -0.0000016689300537, L(p,q)-L0 = -0.0000033378601074
t = 60.8996, H(p,q)-H0 = -0.0000018477439880, L(p,q)-L0 = -0.0000035762786865
t = 60.9996, H(p,q)-H0 = -0.0000017881393433, L(p,q)-L0 = -0.0000034570693970
t = 61.0996, H(p,q)-H0 = -0.0000012516975403, L(p,q)-L0 = -0.0000028610229492
t = 61.1996, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000029802322388
t = 61.2996, H(p,q)-H0 = -0.0000012516975403, L(p,q)-L0 = -0.0000027418136597
t = 61.3996, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000027418136597
t = 61.4996, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000028610229492
t = 61.5996, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000028014183044
t = 61.6996, H(p,q)-H0 = -0.0000011324882507, L(p,q)-L0 = -0.0000027418136597
t = 61.7996, H(p,q)-H0 = -0.0000013709068298, L(p,q)-L0 = -0.0000028610229492
t = 61.8996, H(p,q)-H0 = -0.0000010132789612, L(p,q)-L0 = -0.0000025033950806
t = 61.9996, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000026822090149
t = 62.0996, H(p,q)-H0 = -0.0000008344650269, L(p,q)-L0 = -0.0000026822090149
t = 62.1996, H(p,q)-H0 = -0.0000007748603821, L(p,q)-L0 = -0.0000025629997253
t = 62.2996, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000029802322388
t = 62.3996, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000030398368835
t = 62.4996, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000029206275940
t = 62.5996, H(p,q)-H0 = -0.0000020265579224, L(p,q)-L0 = -0.0000032186508179
t = 62.6996, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000030994415283
ROOT RETURN:	t = 62.7177 g[0] =   1, y[0] = 0.361064, y[1] = -0.22105
t = 62.7177, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000029802322388
t = 62.7996, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000029206275940
t = 62.8996, H(p,q)-H0 = -0.0000017881393433, L(p,q)-L0 = -0.0000031590461731
t = 62.9996, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000030994415283
t = 63.0996, H(p,q)-H0 = -0.0000010728836060, L(p,q)-L0 = -0.0000029802322388
t = 63.1996, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000027418136597
t = 63.2996, H(p,q)-H0 = 0.0000004768371582, L(p,q)-L0 = -0.0000024437904358
t = 63.3996, H(p,q)-H0 = 0.0000005960464478, L(p,q)-L0 = -0.0000023841857910
t = 63.4996, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000023245811462
t = 63.5996, H(p,q)-H0 = 0.0000003576278687, L(p,q)-L0 = -0.0000026226043701
t = 63.6996, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000022053718567
t = 63.7996, H(p,q)-H0 = 0.0000011920928955, L(p,q)-L0 = -0.0000020265579224
ROOT RETURN:	t = 63.8631 g[0] =  -1, y[0] = -0.659319, y[1] = 0.798588
t = 63.8631, H(p,q)-H0 = 0.0000010132789612, L(p,q)-L0 = -0.0000023245811462
t = 63.8996, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000022053718567
t = 63.9996, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000019669532776
t = 64.0996, H(p,q)-H0 = 0.0000011920928955, L(p,q)-L0 = -0.0000022649765015
t = 64.1996, H(p,q)-H0 = 0.0000012218952179, L(p,q)-L0 = -0.0000021457672119
t = 64.2996, H(p,q)-H0 = 0.0000013411045074, L(p,q)-L0 = -0.0000020265579224
t = 64.3996, H(p,q)-H0 = 0.0000013411045074, L(p,q)-L0 = -0.0000019073486328
t = 64.4996, H(p,q)-H0 = 0.0000014305114746, L(p,q)-L0 = -0.0000017881393433
t = 64.5996, H(p,q)-H0 = 0.0000016093254089, L(p,q)-L0 = -0.0000016093254089
t = 64.6996, H(p,q)-H0 = 0.0000012516975403, L(p,q)-L0 = -0.0000019669532776
t = 64.7996, H(p,q)-H0 = 0.0000012218952179, L(p,q)-L0 = -0.0000019073486328
t = 64.8996, H(p,q)-H0 = 0.0000009834766388, L(p,q)-L0 = -0.0000022053718567
t = 64.9996, H(p,q)-H0 = 0.0000008642673492, L(p,q)-L0 = -0.0000022053718567
t = 65.0996, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000023841857910
t = 65.1996, H(p,q)-H0 = 0.0000008940696716, L(p,q)-L0 = -0.0000023245811462
t = 65.2996, H(p,q)-H0 = 0.0000008642673492, L(p,q)-L0 = -0.0000023245811462
t = 65.3996, H(p,q)-H0 = 0.0000008046627045, L(p,q)-L0 = -0.0000023841857910
t = 65.4996, H(p,q)-H0 = 0.0000008940696716, L(p,q)-L0 = -0.0000022649765015
t = 65.5996, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000025033950806
t = 65.6996, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000026226043701
t = 65.7996, H(p,q)-H0 = 0.0000007450580597, L(p,q)-L0 = -0.0000026226043701
t = 65.8996, H(p,q)-H0 = 0.0000006258487701, L(p,q)-L0 = -0.0000026822090149
t = 65.9996, H(p,q)-H0 = 0.0000006556510925, L(p,q)-L0 = -0.0000025629997253
t = 66.0996, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000023841857910
t = 66.1996, H(p,q)-H0 = 0.0000007748603821, L(p,q)-L0 = -0.0000022649765015
t = 66.2996, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000019669532776
t = 66.3996, H(p,q)-H0 = 0.0000010728836060, L(p,q)-L0 = -0.0000019669532776
t = 66.4996, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = -0.0000022053718567
t = 66.5996, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = -0.0000022053718567
t = 66.6996, H(p,q)-H0 = 0.0000008940696716, L(p,q)-L0 = -0.0000024437904358
t = 66.7996, H(p,q)-H0 = 0.0000007152557373, L(p,q)-L0 = -0.0000023841857910
t = 66.8996, H(p,q)-H0 = 0.0000006556510925, L(p,q)-L0 = -0.0000023841857910
t = 66.9995, H(p,q)-H0 = 0.0000003874301910, L(p,q)-L0 = -0.0000028014183044
t = 67.0995, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = -0.0000029206275940
t = 67.1995, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000029802322388
t = 67.2995, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = -0.0000029206275940
t = 67.3995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = -0.0000030994415283
t = 67.4995, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = -0.0000029802322388
t = 67.5995, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000030994415283
t = 67.6995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000031590461731
t = 67.7995, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000031590461731
t = 67.8995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000030994415283
t = 67.9995, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000032782554626
t = 68.0995, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000034570693970
t = 68.1995, H(p,q)-H0 = -0.0000007748603821, L(p,q)-L0 = -0.0000036954879761
t = 68.2995, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000038146972656
t = 68.3995, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000039935112000
t = 68.4995, H(p,q)-H0 = -0.0000010728836060, L(p,q)-L0 = -0.0000040531158447
t = 68.5995, H(p,q)-H0 = -0.0000008344650269, L(p,q)-L0 = -0.0000038743019104
t = 68.6995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000040531158447
t = 68.7995, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000040531158447
t = 68.8995, H(p,q)-H0 = -0.0000004768371582, L(p,q)-L0 = -0.0000038146972656
t = 68.9995, H(p,q)-H0 = -0.0000005960464478, L(p,q)-L0 = -0.0000038146972656
ROOT RETURN:	t = 69.0019 g[0] =   1, y[0] = 0.361063, y[1] = -0.22105
t = 69.0019, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000039339065552
t = 69.0995, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000040531158447
t = 69.1995, H(p,q)-H0 = -0.0000017881393433, L(p,q)-L0 = -0.0000042319297791
t = 69.2995, H(p,q)-H0 = -0.0000016689300537, L(p,q)-L0 = -0.0000041723251343
t = 69.3995, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000039339065552
t = 69.4995, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000042319297791
t = 69.5995, H(p,q)-H0 = -0.0000019073486328, L(p,q)-L0 = -0.0000044107437134
t = 69.6995, H(p,q)-H0 = -0.0000016689300537, L(p,q)-L0 = -0.0000042319297791
t = 69.7995, H(p,q)-H0 = -0.0000021457672119, L(p,q)-L0 = -0.0000044703483582
t = 69.8995, H(p,q)-H0 = -0.0000020265579224, L(p,q)-L0 = -0.0000044703483582
t = 69.9995, H(p,q)-H0 = -0.0000013709068298, L(p,q)-L0 = -0.0000039339065552
t = 70.0995, H(p,q)-H0 = -0.0000016093254089, L(p,q)-L0 = -0.0000041127204895
ROOT RETURN:	t = 70.1471 g[0] =  -1, y[0] = -0.659015, y[1] = 0.798596
t = 70.1471, H(p,q)-H0 = -0.0000018477439880, L(p,q)-L0 = -0.0000043511390686
t = 70.1995, H(p,q)-H0 = -0.0000017285346985, L(p,q)-L0 = -0.0000041723251343
t = 70.2995, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000040531158447
t = 70.3995, H(p,q)-H0 = -0.0000012516975403, L(p,q)-L0 = -0.0000038146972656
t = 70.4995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000038146972656
t = 70.5995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000037550926208
t = 70.6995, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000038146972656
t = 70.7995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000037550926208
t = 70.8995, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000038743019104
t = 70.9995, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000039935112000
t = 71.0995, H(p,q)-H0 = -0.0000014901161194, L(p,q)-L0 = -0.0000039339065552
t = 71.1995, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000038743019104
t = 71.2995, H(p,q)-H0 = -0.0000013709068298, L(p,q)-L0 = -0.0000038146972656
t = 71.3995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000037550926208
t = 71.4995, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000038743019104
t = 71.5995, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000035166740417
t = 71.6995, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000033974647522
t = 71.7995, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000029802322388
t = 71.8995, H(p,q)-H0 = -0.0000006556510925, L(p,q)-L0 = -0.0000027418136597
t = 71.9995, H(p,q)-H0 = -0.0000007748603821, L(p,q)-L0 = -0.0000029206275940
t = 72.0995, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000032782554626
t = 72.1995, H(p,q)-H0 = -0.0000008940696716, L(p,q)-L0 = -0.0000030398368835
t = 72.2995, H(p,q)-H0 = -0.0000008940696716, L(p,q)-L0 = -0.0000030398368835
t = 72.3995, H(p,q)-H0 = -0.0000008344650269, L(p,q)-L0 = -0.0000029206275940
t = 72.4995, H(p,q)-H0 = -0.0000007748603821, L(p,q)-L0 = -0.0000028610229492
t = 72.5995, H(p,q)-H0 = -0.0000008940696716, L(p,q)-L0 = -0.0000029206275940
t = 72.6995, H(p,q)-H0 = -0.0000008940696716, L(p,q)-L0 = -0.0000029206275940
t = 72.7995, H(p,q)-H0 = -0.0000010728836060, L(p,q)-L0 = -0.0000030398368835
t = 72.8995, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000033378601074
t = 72.9995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000035166740417
t = 73.0995, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000034570693970
t = 73.1995, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000032782554626
t = 73.2995, H(p,q)-H0 = -0.0000014901161194, L(p,q)-L0 = -0.0000035762786865
t = 73.3995, H(p,q)-H0 = -0.0000014901161194, L(p,q)-L0 = -0.0000037550926208
t = 73.4995, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000036358833313
t = 73.5994, H(p,q)-H0 = -0.0000015497207642, L(p,q)-L0 = -0.0000038146972656
t = 73.6994, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000036358833313
t = 73.7994, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000036954879761
t = 73.8994, H(p,q)-H0 = -0.0000014901161194, L(p,q)-L0 = -0.0000037550926208
t = 73.9994, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000035762786865
t = 74.0994, H(p,q)-H0 = -0.0000014901161194, L(p,q)-L0 = -0.0000035762786865
t = 74.1994, H(p,q)-H0 = -0.0000014305114746, L(p,q)-L0 = -0.0000035762786865
t = 74.2994, H(p,q)-H0 = -0.0000013113021851, L(p,q)-L0 = -0.0000035762786865
t = 74.3994, H(p,q)-H0 = -0.0000012516975403, L(p,q)-L0 = -0.0000035762786865
t = 74.4994, H(p,q)-H0 = -0.0000010132789612, L(p,q)-L0 = -0.0000035166740417
t = 74.5994, H(p,q)-H0 = -0.0000013709068298, L(p,q)-L0 = -0.0000038146972656
t = 74.6994, H(p,q)-H0 = -0.0000016689300537, L(p,q)-L0 = -0.0000038743019104
t = 74.7994, H(p,q)-H0 = -0.0000016093254089, L(p,q)-L0 = -0.0000039339065552
t = 74.8994, H(p,q)-H0 = -0.0000025033950806, L(p,q)-L0 = -0.0000043511390686
t = 74.9994, H(p,q)-H0 = -0.0000027418136597, L(p,q)-L0 = -0.0000044107437134
t = 75.0994, H(p,q)-H0 = -0.0000023841857910, L(p,q)-L0 = -0.0000042915344238
t = 75.1994, H(p,q)-H0 = -0.0000025033950806, L(p,q)-L0 = -0.0000044107437134
ROOT RETURN:	t = 75.2862 g[0] =   1, y[0] = 0.361065, y[1] = -0.221044
t = 75.2862, H(p,q)-H0 = -0.0000023841857910, L(p,q)-L0 = -0.0000043511390686
t = 75.2994, H(p,q)-H0 = -0.0000023841857910, L(p,q)-L0 = -0.0000043511390686
t = 75.3994, H(p,q)-H0 = -0.0000023841857910, L(p,q)-L0 = -0.0000043511390686
t = 75.4994, H(p,q)-H0 = -0.0000023841857910, L(p,q)-L0 = -0.0000043511390686
t = 75.5994, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000040531158447
t = 75.6994, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000041127204895
t = 75.7994, H(p,q)-H0 = -0.0000010728836060, L(p,q)-L0 = -0.0000038743019104
t = 75.8994, H(p,q)-H0 = -0.0000011920928955, L(p,q)-L0 = -0.0000040531158447
t = 75.9994, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000038146972656
t = 76.0994, H(p,q)-H0 = -0.0000010132789612, L(p,q)-L0 = -0.0000041127204895
t = 76.1994, H(p,q)-H0 = -0.0000011324882507, L(p,q)-L0 = -0.0000040531158447
t = 76.2994, H(p,q)-H0 = -0.0000009536743164, L(p,q)-L0 = -0.0000039339065552
t = 76.3994, H(p,q)-H0 = -0.0000005960464478, L(p,q)-L0 = -0.0000037550926208
ROOT RETURN:	t = 76.4319 g[0] =  -1, y[0] = -0.65941, y[1] = 0.798576
t = 76.4319, H(p,q)-H0 = -0.0000005960464478, L(p,q)-L0 = -0.0000036954879761
t = 76.4994, H(p,q)-H0 = -0.0000005960464478, L(p,q)-L0 = -0.0000036954879761
t = 76.5994, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000036954879761
t = 76.6994, H(p,q)-H0 = -0.0000005960464478, L(p,q)-L0 = -0.0000035762786865
t = 76.7994, H(p,q)-H0 = -0.0000004768371582, L(p,q)-L0 = -0.0000035166740417
t = 76.8994, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000034570693970
t = 76.9994, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000033378601074
t = 77.0994, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000032186508179
t = 77.1994, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000030398368835
t = 77.2994, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000029802322388
t = 77.3994, H(p,q)-H0 = 0.0000003278255463, L(p,q)-L0 = -0.0000027418136597
t = 77.4994, H(p,q)-H0 = 0.0000003278255463, L(p,q)-L0 = -0.0000028014183044
t = 77.5994, H(p,q)-H0 = 0.0000005662441254, L(p,q)-L0 = -0.0000025629997253
t = 77.6994, H(p,q)-H0 = 0.0000005662441254, L(p,q)-L0 = -0.0000026822090149
t = 77.7994, H(p,q)-H0 = 0.0000004470348358, L(p,q)-L0 = -0.0000029206275940
t = 77.8994, H(p,q)-H0 = 0.0000004172325134, L(p,q)-L0 = -0.0000028014183044
