
   Begin Kepler Problem

Problem Arguments:
  stepper:              0
  step mode:            0
  use compensated sums: 1
  dt:                   0.01
  Tf:                   100
  nout:                 1000

t = 0.0000, H(p,q) = -0.5000002384185791, L(p,q) = 0.7999999523162842
t = 51.8998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 51.9998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.0998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.1998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.2998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.3998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 52.4998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.5998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.6998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 52.7998, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 52.8998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 52.9998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 53.0998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 53.1998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 53.2998, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 53.3998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 53.4998, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 53.5998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 53.6998, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 53.7998, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 53.8997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 53.9997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 54.0997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 54.1997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 54.2997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 54.3997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 54.4997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 54.5997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 54.6997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 54.7997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 54.8997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 54.9997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 55.0997, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000000000000
t = 55.1997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 55.2997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 55.3997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 55.4997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 55.5997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 55.6997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 55.7997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 55.8997, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000596046448
t = 55.9997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 56.0997, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 56.1997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 56.2997, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 56.3997, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 56.4342 g[0] =   1, y[0] = 0.361069, y[1] = -0.221046
t = 56.4342, H(p,q)-H0 = 0.0000023841857910, L(p,q)-L0 = 0.0000006556510925
t = 56.4997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 56.5997, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 56.6997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 56.7997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 56.8997, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 56.9997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 57.0997, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000596046448
t = 57.1997, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000000000000
t = 57.2997, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000000000000
t = 57.3997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 57.4997, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 57.5792 g[0] =  -1, y[0] = -0.658954, y[1] = 0.798609
t = 57.5792, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000001192092896
t = 57.5997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 57.6997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 57.7997, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 57.8997, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 57.9997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.0997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.1997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.2997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.3997, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000596046448
t = 58.4997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 58.5997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.6997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.7997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.8997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 58.9997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.0997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.1997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.2997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.3997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 59.4997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.5997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.6997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.7997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 59.8997, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 59.9997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.0997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.1997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.2997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.3997, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.4996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.5996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 60.6996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.7996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.8996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 60.9996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.0996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.1996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.2996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.3996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.4996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.5996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 61.6996, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000000000000
t = 61.7996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
t = 61.8996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 61.9996, H(p,q)-H0 = 0.0000001788139343, L(p,q)-L0 = 0.0000000596046448
t = 62.0996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 62.1996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 62.2996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 62.3996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 62.4996, H(p,q)-H0 = 0.0000002384185791, L(p,q)-L0 = 0.0000000596046448
t = 62.5996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 62.6996, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 62.7173 g[0] =   1, y[0] = 0.361069, y[1] = -0.221047
t = 62.7173, H(p,q)-H0 = -0.0000007152557373, L(p,q)-L0 = -0.0000001192092896
t = 62.7996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 62.8996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 62.9996, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 63.0996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 63.1996, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 63.2996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 63.3996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 63.4996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 63.5996, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 63.6996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 63.7996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000596046448
ROOT RETURN:	t = 63.8623 g[0] =  -1, y[0] = -0.658991, y[1] = 0.798607
t = 63.8623, H(p,q)-H0 = -0.0000001788139343, L(p,q)-L0 = -0.0000000596046448
t = 63.8996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 63.9996, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 64.0996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 64.1996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 64.2996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 64.3996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 64.4996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 64.5996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 64.6996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 64.7996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 64.8996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 64.9996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 65.0996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 65.1996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 65.2996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 65.3996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 65.4996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 65.5996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 65.6996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 65.7996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 65.8996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 65.9996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 66.0996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 66.1996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 66.2996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 66.3996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 66.4996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 66.5996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 66.6996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 66.7996, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 66.8996, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 66.9995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 67.0995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 67.1995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 67.2995, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 67.3995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 67.4995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000596046448
t = 67.5995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 67.6995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 67.7995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 67.8995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 67.9995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 68.0995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 68.1995, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 68.2995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000596046448
t = 68.3995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 68.4995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 68.5995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 68.6995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 68.7995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 68.8995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 68.9995, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 69.0004 g[0] =   1, y[0] = 0.361065, y[1] = -0.221058
t = 69.0004, H(p,q)-H0 = 0.0000009536743164, L(p,q)-L0 = 0.0000001788139343
t = 69.0995, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = -0.0000000596046448
t = 69.1995, H(p,q)-H0 = -0.0000002384185791, L(p,q)-L0 = 0.0000000000000000
t = 69.2995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 69.3995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 69.4995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000001192092896
t = 69.5995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 69.6995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 69.7995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 69.8995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 69.9995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 70.0995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 70.1451 g[0] =  -1, y[0] = -0.658626, y[1] = 0.798624
t = 70.1451, H(p,q)-H0 = -0.0000002980232239, L(p,q)-L0 = -0.0000002384185791
t = 70.1995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 70.2995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 70.3995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 70.4995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 70.5995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 70.6995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 70.7995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 70.8995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 70.9995, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 71.0995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 71.1995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 71.2995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 71.3995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 71.4995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 71.5995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 71.6995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 71.7995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 71.8995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 71.9995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 72.0995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 72.1995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 72.2995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 72.3995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 72.4995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 72.5995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 72.6995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 72.7995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 72.8995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 72.9995, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 73.0995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 73.1995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 73.2995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 73.3995, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 73.4995, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 73.5994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 73.6994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 73.7994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 73.8994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000001192092896
t = 73.9994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 74.0994, H(p,q)-H0 = 0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 74.1994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 74.2994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 74.3994, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 74.4994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 74.5994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 74.6994, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 74.7994, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 74.8994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 74.9994, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 75.0994, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 75.1994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 75.2836 g[0] =   1, y[0] = 0.361069, y[1] = -0.221046
t = 75.2836, H(p,q)-H0 = 0.0000030994415283, L(p,q)-L0 = 0.0000008344650269
t = 75.2994, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = -0.0000000596046448
t = 75.3994, H(p,q)-H0 = 0.0000003576278687, L(p,q)-L0 = 0.0000000000000000
t = 75.4994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 75.5994, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 75.6994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 75.7994, H(p,q)-H0 = 0.0000001192092896, L(p,q)-L0 = 0.0000000000000000
t = 75.8994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 75.9994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 76.0994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 76.1994, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000001192092896
t = 76.2994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = -0.0000000596046448
t = 76.3994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
ROOT RETURN:	t = 76.4287 g[0] =  -1, y[0] = -0.659066, y[1] = 0.798603
t = 76.4287, H(p,q)-H0 = -0.0000001192092896, L(p,q)-L0 = -0.0000001192092896
t = 76.4994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 76.5994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 76.6994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 76.7994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 76.8994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 76.9994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.0994, H(p,q)-H0 = -0.0000000596046448, L(p,q)-L0 = 0.0000000000000000
t = 77.1994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.2994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.3994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.4994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.5994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.6994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
t = 77.7994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = -0.0000000596046448
t = 77.8994, H(p,q)-H0 = 0.0000000000000000, L(p,q)-L0 = 0.0000000000000000
